Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-469985451-612x612.jpg,233.74,231.74,221.63,48.69,49.27,68.45,13.91,23.37,235.82,30.59,55.25,44.64,-2.52,-2.25,-1.93,5.72,4.31,2.38
istockphoto-469985451-612x612.jpg,233.74,231.74,221.63,48.69,49.27,68.45,13.91,23.37,235.82,30.59,55.25,44.64,-2.52,-2.25,-1.93,5.72,4.31,2.38
istockphoto-470221128-612x612.jpg,235.01,229.62,223.78,45.27,54.85,66.35,7.83,19.86,235.23,23.13,50.41,44.94,-2.42,-2.13,-2.0,5.21,3.43,2.61
istockphoto-470221128-612x612.jpg,235.01,229.62,223.78,45.27,54.85,66.35,7.83,19.86,235.23,23.13,50.41,44.94,-2.42,-2.13,-2.0,5.21,3.43,2.61
istockphoto-478386400-612x612.jpg,225.02,217.15,198.91,54.82,61.52,87.77,11.46,43.56,226.18,23.34,74.6,52.74,-1.74,-1.35,-1.14,1.86,0.44,-0.36
istockphoto-478386400-612x612.jpg,225.02,217.15,198.91,54.82,61.52,87.77,11.46,43.56,226.18,23.34,74.6,52.74,-1.74,-1.35,-1.14,1.86,0.44,-0.36
istockphoto-480636761-612x612.jpg,224.64,215.2,198.51,57.51,65.75,87.75,13.39,45.7,228.22,26.84,76.35,50.67,-1.94,-1.45,-1.13,2.88,0.84,-0.39
istockphoto-480636761-612x612.jpg,224.64,215.2,198.51,57.51,65.75,87.75,13.39,45.7,228.22,26.84,76.35,50.67,-1.94,-1.45,-1.13,2.88,0.84,-0.39
istockphoto-495507915-612x612.jpg,209.11,208.85,198.03,74.0,72.77,87.61,17.14,34.22,212.05,30.06,62.1,70.15,-1.28,-1.23,-1.09,0.09,-0.03,-0.51
istockphoto-495507915-612x612.jpg,209.11,208.85,198.03,74.0,72.77,87.61,17.14,34.22,212.05,30.06,62.1,70.15,-1.28,-1.23,-1.09,0.09,-0.03,-0.51
istockphoto-510798092-612x612.jpg,218.57,218.07,190.73,55.02,55.14,87.2,16.81,50.86,221.57,25.1,74.19,51.41,-1.39,-1.41,-0.9,0.85,1.03,-0.78
istockphoto-510798092-612x612.jpg,218.57,218.07,190.73,55.02,55.14,87.2,16.81,50.86,221.57,25.1,74.19,51.41,-1.39,-1.41,-0.9,0.85,1.03,-0.78
istockphoto-534502336-612x612.jpg,209.32,205.99,189.91,73.27,77.16,98.93,13.28,50.86,210.54,23.71,83.81,71.83,-1.24,-1.17,-1.0,-0.06,-0.29,-0.84
istockphoto-534502336-612x612.jpg,209.32,205.99,189.91,73.27,77.16,98.93,13.28,50.86,210.54,23.71,83.81,71.83,-1.24,-1.17,-1.0,-0.06,-0.29,-0.84
istockphoto-541148662-612x612.jpg,201.42,208.11,186.09,83.21,71.26,98.62,19.17,54.47,210.04,28.35,84.06,70.33,-1.19,-1.17,-0.88,-0.19,-0.14,-1.02
istockphoto-541148662-612x612.jpg,201.42,208.11,186.09,83.21,71.26,98.62,19.17,54.47,210.04,28.35,84.06,70.33,-1.19,-1.17,-0.88,-0.19,-0.14,-1.02
istockphoto-578576926-612x612.jpg,205.75,206.0,190.74,76.74,75.58,93.73,17.66,42.44,208.85,27.38,73.01,73.05,-1.24,-1.21,-0.99,-0.01,-0.1,-0.76
istockphoto-578576926-612x612.jpg,205.75,206.0,190.74,76.74,75.58,93.73,17.66,42.44,208.85,27.38,73.01,73.05,-1.24,-1.21,-0.99,-0.01,-0.1,-0.76
