Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-466531300-612x612.jpg,236.99,234.16,191.31,32.7,36.38,95.4,10.58,59.08,237.8,18.2,91.32,30.44,-2.17,-1.98,-0.96,4.88,4.06,-0.9
istockphoto-467486600-612x612.jpg,236.91,233.92,191.3,33.88,37.45,95.98,10.4,59.22,237.57,18.0,91.91,31.7,-2.41,-2.03,-0.97,6.35,4.15,-0.9
istockphoto-467486600-612x612.jpg,236.91,233.92,191.3,33.88,37.45,95.98,10.4,59.22,237.57,18.0,91.91,31.7,-2.41,-2.03,-0.97,6.35,4.15,-0.9
istockphoto-469077826-612x612.jpg,228.64,231.52,175.61,34.29,32.77,97.8,13.89,72.53,232.07,18.82,93.08,31.16,-1.07,-1.62,-0.57,0.38,3.54,-1.49
istockphoto-469077826-612x612.jpg,228.64,231.52,175.61,34.29,32.77,97.8,13.89,72.53,232.07,18.82,93.08,31.16,-1.07,-1.62,-0.57,0.38,3.54,-1.49
istockphoto-469257342-612x612.jpg,243.91,239.54,182.67,19.23,26.03,95.0,12.59,69.42,244.0,18.33,92.44,19.23,-3.52,-3.07,-0.69,20.95,15.2,-1.33
istockphoto-469257342-612x612.jpg,243.91,239.54,182.67,19.23,26.03,95.0,12.59,69.42,244.0,18.33,92.44,19.23,-3.52,-3.07,-0.69,20.95,15.2,-1.33
istockphoto-482155234-612x612.jpg,236.86,238.24,210.64,36.19,34.56,83.48,8.37,39.66,238.72,17.34,76.5,33.17,-2.04,-2.44,-1.48,3.99,7.21,0.41
istockphoto-482155234-612x612.jpg,236.86,238.24,210.64,36.19,34.56,83.48,8.37,39.66,238.72,17.34,76.5,33.17,-2.04,-2.44,-1.48,3.99,7.21,0.41
istockphoto-526075659-612x612.jpg,230.97,223.67,169.76,37.11,43.61,100.34,15.99,79.2,233.78,22.2,95.86,31.31,-2.27,-1.31,-0.49,5.96,0.99,-1.52
istockphoto-526075659-612x612.jpg,230.97,223.67,169.76,37.11,43.61,100.34,15.99,79.2,233.78,22.2,95.86,31.31,-2.27,-1.31,-0.49,5.96,0.99,-1.52
istockphoto-531932353-612x612.jpg,217.86,207.59,177.22,51.56,63.15,94.29,10.99,64.31,217.88,14.98,80.49,51.57,-1.12,-0.96,-0.55,-0.13,-0.6,-1.51
istockphoto-531932353-612x612.jpg,217.86,207.59,177.22,51.56,63.15,94.29,10.99,64.31,217.88,14.98,80.49,51.57,-1.12,-0.96,-0.55,-0.13,-0.6,-1.51
istockphoto-628329026-612x612.jpg,231.45,226.47,209.09,47.41,58.35,89.19,5.87,40.65,231.64,14.72,83.35,47.35,-1.93,-1.9,-1.58,2.31,1.98,0.64
istockphoto-628329026-612x612.jpg,231.45,226.47,209.09,47.41,58.35,89.19,5.87,40.65,231.64,14.72,83.35,47.35,-1.93,-1.9,-1.58,2.31,1.98,0.64
istockphoto-825296046-612x612.jpg,230.29,224.29,205.02,44.0,56.73,88.76,6.55,42.6,230.49,15.0,80.76,43.87,-1.56,-1.65,-1.37,1.07,1.19,0.06
istockphoto-825296046-612x612.jpg,230.29,224.29,205.02,44.0,56.73,88.76,6.55,42.6,230.49,15.0,80.76,43.87,-1.56,-1.65,-1.37,1.07,1.19,0.06
istockphoto-841873650-612x612.jpg,230.72,229.26,172.87,30.24,33.0,94.72,14.43,74.35,231.35,17.62,88.22,29.59,-0.9,-1.29,-0.43,-0.26,1.83,-1.61
istockphoto-841873650-612x612.jpg,230.72,229.26,172.87,30.24,33.0,94.72,14.43,74.35,231.35,17.62,88.22,29.59,-0.9,-1.29,-0.43,-0.26,1.83,-1.61
istockphoto-875187092-612x612.jpg,223.1,224.71,186.22,41.63,39.64,87.89,13.66,56.73,225.05,18.76,74.38,39.08,-0.75,-0.81,-0.62,-1.06,-0.72,-1.42
istockphoto-875187092-612x612.jpg,223.1,224.71,186.22,41.63,39.64,87.89,13.66,56.73,225.05,18.76,74.38,39.08,-0.75,-0.81,-0.62,-1.06,-0.72,-1.42
